LGA_MAIN11,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
39399,4,0,4,51,48,99,0,0,0,3,3,6,0,0,0,53,34,87,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,4,4,9,7,16,0,0,0,0,3,3,23,23,46,0,3,3,3,0,3,147,128,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,36,110,3,0,3,48,31,79,276,195,471,
39499,77,97,174,1138,939,2077,0,0,0,100,91,191,3,3,6,1090,945,2035,15,16,31,26,20,46,19,25,44,36,17,53,81,72,153,3,0,3,33,18,51,78,78,156,221,189,410,27,25,52,15,14,29,280,279,559,202,197,399,8,11,19,3375,2939,6314,25,24,49,51,26,77,8,6,14,0,0,0,49,35,84,49,35,84,1924,1357,3281,123,51,174,1519,859,2378,7151,5394,12545,
41330,26,20,46,80,74,154,0,0,0,3,7,10,3,8,11,171,145,316,3,0,3,114,48,162,11,5,16,0,0,0,80,68,148,0,0,0,0,0,0,16,19,35,18,7,25,4,3,7,4,7,11,27,34,61,22,12,34,0,3,3,556,440,996,0,3,3,8,10,18,0,0,0,0,0,0,5,3,8,5,3,8,200,142,342,10,3,13,148,120,268,953,741,1694,Coober Pedy (DC)
41560,10,22,32,737,871,1608,0,0,0,96,110,206,3,3,6,756,888,1644,53,61,114,40,35,75,32,40,72,5,10,15,233,247,480,0,0,0,7,6,13,50,50,100,66,73,139,51,70,121,16,23,39,1376,1622,2998,135,150,285,4,10,14,3660,4269,7929,3,5,8,9,4,13,5,0,5,0,0,0,11,6,17,11,6,17,2043,1744,3787,41,28,69,574,513,1087,6356,6591,12947,Copper Coast (DC)
40070,479,619,1098,893,1002,1895,0,0,0,91,99,190,3,3,6,1458,1557,3015,8,6,14,230,244,474,5,12,17,7,7,14,210,215,425,11,10,21,26,25,51,61,77,138,105,108,213,15,11,26,9,4,13,347,453,800,125,160,285,10,17,27,3614,4010,7624,202,172,374,369,260,629,15,16,31,0,4,4,113,86,199,113,90,203,3543,3164,6707,179,72,251,1634,1088,2722,10148,9491,19639,Adelaide (C)
40120,204,263,467,2527,2866,5393,0,0,0,448,476,924,6,4,10,2523,2662,5185,61,74,135,151,144,295,80,93,173,20,18,38,1089,1272,2361,3,3,6,27,23,50,153,196,349,154,177,331,31,38,69,26,36,62,1745,2025,3770,503,578,1081,97,111,208,9644,10796,20440,16,19,35,17,20,37,24,24,48,0,3,3,71,115,186,71,118,189,7382,6226,13608,302,180,482,1696,1623,3319,19356,19269,38625,Adelaide Hills (DC)
40220,65,114,179,1740,2026,3766,0,0,0,169,177,346,3,0,3,1243,1423,2666,108,126,234,38,43,81,78,92,170,35,22,57,512,621,1133,0,0,0,17,18,35,152,189,341,156,160,316,26,25,51,12,28,40,1442,1717,3159,364,360,724,51,57,108,6146,7084,13230,13,10,23,13,11,24,6,3,9,11,4,15,47,80,127,58,84,142,3927,3650,7577,136,89,225,1181,1110,2291,11545,12155,23700,Alexandrina (DC)
40250,5,3,8,15,21,36,0,0,0,8,3,11,3,9,12,30,12,42,3,6,9,3,0,3,0,0,0,0,0,0,60,85,145,0,0,0,3,5,8,4,13,17,6,8,14,0,4,4,3,3,6,236,244,480,28,37,65,0,0,0,402,450,852,0,0,0,3,3,6,0,0,0,423,437,860,0,0,0,423,437,860,225,197,422,3,0,3,137,151,288,1198,1241,2439,Anangu Pitjantjatjara (AC)
40310,31,53,84,1220,1362,2582,0,0,0,99,123,222,6,0,6,1152,1208,2360,42,42,84,34,22,56,47,55,102,11,13,24,2963,3272,6235,3,3,6,12,12,24,118,110,228,91,108,199,19,12,31,5,6,11,886,1077,1963,186,208,394,27,39,66,6921,7672,14593,5,4,9,14,3,17,0,6,6,3,0,3,33,37,70,36,37,73,3018,2587,5605,104,53,157,836,788,1624,10965,11203,22168,Barossa (DC)
40430,3,3,6,123,145,268,0,0,0,11,14,25,0,0,0,132,148,280,0,5,5,3,3,6,0,0,0,0,0,0,41,52,93,0,0,0,0,0,0,0,0,0,25,19,44,0,0,0,6,13,19,442,438,880,17,8,25,0,0,0,800,845,1645,0,0,0,3,0,3,0,0,0,0,0,0,3,5,8,3,5,8,321,241,562,6,4,10,126,97,223,1262,1195,2457,Barunga West (DC)
40700,449,491,940,2975,3924,6899,0,3,3,290,337,627,3,0,3,4271,5066,9337,22,32,54,707,745,1452,33,41,74,18,36,54,393,516,909,21,8,29,30,22,52,121,154,275,263,343,606,10,21,31,10,13,23,1541,2080,3621,323,426,749,63,74,137,11094,13841,24935,290,271,561,189,195,384,90,78,168,3,0,3,144,167,311,147,167,314,5843,5411,11254,169,116,285,1650,1702,3352,19921,22272,42193,Burnside (C)
41190,0,0,0,99,109,208,0,0,0,6,4,10,3,0,3,109,103,212,3,0,3,3,0,3,0,3,3,0,0,0,85,84,169,0,0,0,3,3,6,13,10,23,5,0,5,0,3,3,0,3,3,239,230,469,23,42,65,0,0,0,591,594,1185,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,237,177,414,5,3,8,67,53,120,903,830,1733,Cleve (DC)
41830,0,9,9,89,118,207,0,0,0,12,8,20,5,0,5,135,147,282,3,3,6,3,0,3,0,0,0,0,0,0,28,35,63,0,0,0,3,0,3,6,3,9,12,16,28,9,4,13,0,0,0,167,194,361,14,16,30,0,0,0,486,544,1030,0,0,0,4,3,7,0,0,0,0,0,0,3,3,6,3,3,6,260,196,456,6,4,10,102,82,184,861,841,1702,Flinders Ranges (DC)
41960,0,9,9,68,62,130,0,0,0,5,4,9,0,4,4,79,83,162,4,0,4,0,0,0,3,5,8,0,0,0,66,77,143,0,0,0,3,3,6,3,3,6,4,7,11,0,0,0,0,0,0,136,126,262,17,10,27,0,0,0,388,384,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,154,344,5,0,5,74,69,143,657,616,1273,Franklin Harbour (DC)
43710,8,28,36,362,355,717,0,0,0,15,20,35,4,3,7,413,393,806,3,4,7,9,0,9,4,5,9,0,0,0,174,205,379,0,0,0,3,3,6,27,33,60,22,23,45,12,9,21,4,4,8,354,393,747,49,48,97,0,3,3,1455,1501,2956,0,0,0,3,3,6,0,0,0,0,0,0,8,12,20,8,12,20,772,587,1359,32,4,36,329,175,504,2607,2310,4917,Lower Eyre Peninsula (DC)
43790,15,25,40,642,691,1333,0,0,0,47,27,74,0,0,0,574,668,1242,46,47,93,82,68,150,12,34,46,4,3,7,1272,1337,2609,0,0,0,0,6,6,29,32,61,47,38,85,10,12,22,27,26,53,567,700,1267,159,142,301,69,69,138,3587,3900,7487,0,4,4,16,11,27,4,0,4,4,0,4,78,59,137,82,59,141,1443,1166,2609,43,30,73,470,432,902,5660,5627,11287,Loxton Waikerie (DC)
42030,65,55,120,1558,1939,3497,0,0,0,147,187,334,3,3,6,1522,1791,3313,42,54,96,67,55,122,50,76,126,11,11,22,616,739,1355,0,0,0,31,30,61,114,144,258,86,116,202,20,35,55,15,14,29,904,1190,2094,299,339,638,11,11,22,5496,6734,12230,15,13,28,21,17,38,3,3,6,0,0,0,41,56,97,41,56,97,3138,2746,5884,105,97,202,987,944,1931,9871,10665,20536,Gawler (T)
42110,10,10,20,282,306,588,0,0,0,20,14,34,0,0,0,307,306,613,0,0,0,10,4,14,4,5,9,0,4,4,397,382,779,4,5,9,4,7,11,6,5,11,18,25,43,3,5,8,8,10,18,329,346,675,16,16,32,0,0,0,1408,1440,2848,3,0,3,4,0,4,3,0,3,0,0,0,6,18,24,6,18,24,482,433,915,19,8,27,157,159,316,2092,2068,4160,Goyder (DC)
42250,5,6,11,480,475,955,0,0,0,53,47,100,5,8,13,763,745,1508,3,9,12,15,10,25,5,7,12,3,7,10,169,198,367,0,0,0,4,0,4,28,29,57,329,263,592,25,24,49,5,7,12,348,398,746,75,94,169,3,3,6,2313,2324,4637,0,4,4,3,3,6,3,0,3,0,0,0,3,10,13,3,10,13,1220,1020,2240,33,19,52,568,323,891,4148,3709,7857,Grant (DC)
45290,319,396,715,1760,2196,3956,3,0,3,171,218,389,0,0,0,4333,5063,9396,29,71,100,700,722,1422,49,68,117,31,41,72,370,472,842,9,11,20,21,33,54,159,200,359,148,220,368,38,59,97,8,13,21,842,1284,2126,285,347,632,39,40,79,8995,11058,20053,341,273,614,235,198,433,33,31,64,0,0,0,194,179,373,194,179,373,4932,4605,9537,207,106,313,1465,1321,2786,16721,18167,34888,Norwood Payneham St Peters (C)
45340,516,686,1202,11057,12864,23921,0,0,0,1589,1770,3359,94,106,200,11594,13158,24752,266,415,681,838,827,1665,355,499,854,212,251,463,2260,2543,4803,38,29,67,166,194,360,1110,1339,2449,894,930,1824,168,240,408,148,156,304,5821,7528,13349,2264,2631,4895,322,342,664,39196,45822,85018,201,198,399,340,314,654,31,42,73,6,6,12,424,518,942,430,524,954,29069,25953,55022,1089,627,1716,7537,7001,14538,78409,81167,159576,Onkaparinga (C)
51120,0,4,4,153,143,296,0,0,0,3,6,9,0,0,0,96,89,185,18,26,44,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,4,0,0,0,7,16,23,0,7,7,7,3,10,27,33,60,9,11,20,0,0,0,324,338,662,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,122,99,221,3,5,8,39,35,74,488,485,973,Bruce Rock (S)
42600,161,221,382,2480,3243,5723,0,0,0,266,318,584,0,4,4,3694,4198,7892,66,99,165,295,327,622,31,25,56,24,33,57,447,524,971,8,8,16,29,37,66,87,124,211,208,204,412,20,27,47,6,9,15,1296,1920,3216,323,350,673,25,31,56,9305,11481,20786,111,118,229,137,103,240,20,25,45,3,3,6,101,101,202,104,104,208,4902,4467,9369,196,121,317,1513,1515,3028,16449,18155,34604,Holdfast Bay (C)
43220,0,0,0,38,41,79,0,0,0,0,0,0,0,0,0,48,55,103,0,3,3,0,0,0,0,4,4,0,0,0,27,19,46,0,0,0,0,0,0,7,7,14,6,0,6,0,0,0,0,0,0,171,194,365,18,19,37,0,0,0,315,342,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,141,333,5,0,5,46,47,93,558,530,1088,Kimba (DC)
43360,4,3,7,186,193,379,0,0,0,10,7,17,0,0,0,107,143,250,0,6,6,0,0,0,0,0,0,0,0,0,51,52,103,0,0,0,5,0,5,23,27,50,27,18,45,3,0,3,0,0,0,201,215,416,12,14,26,0,0,0,625,675,1300,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,4,4,8,363,302,665,11,8,19,158,123,281,1165,1115,2280,Kingston (DC)
43650,19,42,61,980,985,1965,0,0,0,79,73,152,0,0,0,991,1066,2057,21,31,52,27,22,49,29,49,78,7,6,13,1031,1074,2105,0,0,0,12,16,28,71,65,136,60,69,129,11,14,25,10,7,17,603,620,1223,198,211,409,11,10,21,4141,4318,8459,3,3,6,12,8,20,0,4,4,0,0,0,15,20,35,15,20,35,2119,1775,3894,59,37,96,640,569,1209,7008,6776,13784,Light (RegC)
44000,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,59,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,0,0,0,6,3,9,37,37,74,Maralinga Tjarutja (AC)
44060,567,689,1256,4919,6020,10939,0,0,0,794,969,1763,18,18,36,7981,9331,17312,182,281,463,1105,1130,2235,84,120,204,89,115,204,1040,1180,2220,78,79,157,85,99,184,447,574,1021,468,552,1020,81,122,203,56,54,110,2921,3977,6898,962,1147,2109,97,100,197,21407,25868,47275,464,430,894,696,629,1325,29,33,62,6,6,12,377,420,797,383,426,809,12505,11173,23678,539,291,830,3435,3427,6862,40025,42966,82991,Marion (C)
44210,28,29,57,504,500,1004,0,0,0,60,61,121,3,0,3,415,398,813,10,5,15,3,11,14,3,5,8,0,0,0,761,749,1510,3,0,3,0,3,3,23,29,52,47,34,81,10,13,23,7,4,11,463,504,967,78,72,150,14,4,18,2404,2392,4796,0,5,5,8,4,12,0,3,3,0,0,0,33,36,69,33,36,69,1147,926,2073,54,30,84,650,385,1035,4324,3810,8134,Mid Murray (DC)
44340,373,498,871,4039,4954,8993,0,0,0,834,971,1805,91,106,197,4999,5871,10870,151,200,351,1166,1226,2392,27,44,71,24,20,44,960,1142,2102,12,6,18,48,56,104,297,333,630,309,339,648,42,78,120,27,26,53,2590,3448,6038,723,807,1530,114,169,283,16453,19796,36249,249,236,485,413,390,803,35,47,82,5,0,5,211,239,450,216,239,455,10171,8900,19071,374,216,590,2147,2146,4293,30431,32468,62899,Mitcham (C)
44550,107,139,246,1738,2107,3845,0,0,0,298,339,637,44,45,89,1870,2036,3906,47,54,101,67,61,128,81,86,167,56,78,134,1160,1310,2470,5,3,8,17,22,39,227,277,504,171,213,384,49,82,131,30,31,61,1346,1653,2999,437,488,925,81,105,186,7724,8990,16714,24,20,44,29,20,49,10,16,26,0,0,0,82,112,194,82,112,194,5064,4717,9781,237,145,382,1185,1145,2330,14462,15304,29766,Mount Barker (DC)
46300,22,47,69,734,915,1649,0,0,0,94,95,189,3,0,3,1230,1408,2638,18,19,37,44,38,82,43,53,96,3,5,8,487,565,1052,0,0,0,14,11,25,105,158,263,56,56,112,42,43,85,14,12,26,699,933,1632,132,164,296,0,0,0,3718,4475,8193,10,7,17,7,11,18,5,4,9,0,0,0,16,17,33,16,17,33,2313,1987,4300,80,36,116,701,630,1331,6872,7214,14086,Port Lincoln (C)
46450,22,23,45,767,866,1633,0,0,0,140,165,305,0,0,0,2110,2340,4450,7,6,13,123,123,246,23,43,66,43,40,83,438,492,930,4,0,4,8,3,11,77,124,201,73,72,145,47,64,111,9,14,23,1060,1337,2397,106,141,247,9,9,18,5044,5839,10883,14,10,24,22,18,40,0,0,0,4,0,4,18,25,43,22,25,47,2558,2206,4764,65,28,93,771,666,1437,8518,8815,17333,Port Pirie City and Dists (M)
45090,53,49,102,601,634,1235,0,0,0,25,23,48,0,0,0,571,599,1170,30,54,84,12,6,18,16,17,33,3,12,15,184,200,384,0,0,0,3,4,7,55,57,112,223,223,446,5,14,19,4,6,10,602,662,1264,93,93,186,4,0,4,2431,2604,5035,5,3,8,126,28,154,0,0,0,0,0,0,7,12,19,7,12,19,1138,877,2015,23,15,38,381,363,744,4164,3951,8115,Naracoorte and Lucindale (DC)
45120,6,9,15,262,294,556,0,0,0,37,37,74,0,0,0,465,496,961,0,5,5,3,0,3,3,5,8,5,7,12,136,153,289,0,0,0,4,3,7,5,9,14,19,17,36,9,9,18,0,0,0,441,445,886,37,42,79,4,6,10,1430,1528,2958,0,3,3,4,7,11,0,0,0,0,0,0,3,13,16,3,13,16,643,482,1125,14,7,21,204,151,355,2304,2200,4504,Northern Areas (DC)
48540,44,63,107,1224,1309,2533,0,0,0,140,184,324,3,7,10,2101,2221,4322,22,30,52,131,108,239,27,40,67,32,46,78,395,398,793,0,0,0,34,28,62,124,164,288,246,304,550,60,92,152,12,23,35,729,916,1645,191,200,391,6,4,10,5477,6074,11551,51,47,98,22,15,37,4,4,8,3,5,8,41,40,81,44,45,89,4014,3406,7420,97,41,138,1422,1218,2640,11175,10913,22088,Whyalla (C)
51260,125,178,303,3550,4154,7704,0,0,0,225,251,476,3,6,9,2679,3014,5693,91,105,196,25,38,63,103,128,231,26,40,66,67,103,170,0,0,0,28,35,63,72,94,166,271,274,545,34,52,86,67,71,138,551,757,1308,474,532,1006,19,31,50,8285,9685,17970,17,19,36,54,41,95,6,4,10,3,3,6,54,65,119,57,68,125,4692,4163,8855,182,101,283,1350,1304,2654,14768,15563,30331,Busselton (S)
51310,137,185,322,2308,2646,4954,0,0,0,100,111,211,3,0,3,3246,3817,7063,51,58,109,292,340,632,20,26,46,5,10,15,72,72,144,13,7,20,47,44,91,80,89,169,216,230,446,14,16,30,6,3,9,429,556,985,175,237,412,18,28,46,7095,8290,15385,132,118,250,77,71,148,52,48,100,0,0,0,77,78,155,77,78,155,3644,3077,6721,141,51,192,823,868,1691,12178,12786,24964,Cambridge (T)
51330,2412,2597,5009,5535,6462,11997,0,0,0,1018,1143,2161,167,163,330,9072,9999,19071,143,190,333,240,284,524,120,161,281,83,99,182,225,237,462,77,66,143,155,174,329,666,724,1390,1146,1156,2302,71,79,150,154,220,374,1308,1632,2940,1426,1553,2979,107,120,227,21713,24462,46175,1502,1288,2790,2436,2150,4586,21,29,50,7,5,12,624,543,1167,631,548,1179,10252,8495,18747,402,212,614,3484,2881,6365,42853,42662,85515,Canning (C)
51400,36,43,79,1631,1859,3490,0,0,0,115,144,259,0,0,0,1409,1526,2935,27,27,54,23,30,53,48,47,95,41,36,77,107,112,219,0,0,0,17,17,34,44,56,100,220,159,379,8,12,20,23,39,62,260,274,534,229,271,500,18,10,28,4220,4619,8839,14,9,23,22,30,52,5,3,8,3,0,3,16,35,51,19,35,54,2142,1928,4070,72,44,116,732,663,1395,7262,7374,14636,Capel (S)
51470,0,0,0,77,74,151,0,0,0,3,5,8,0,0,0,55,42,97,3,0,3,0,0,0,0,0,0,0,5,5,6,6,12,0,0,0,0,0,0,3,0,3,11,6,17,0,3,3,0,0,0,16,27,43,8,6,14,3,0,3,185,174,359,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,59,48,107,4,3,7,37,34,71,285,262,547,Carnamah (S)
45400,0,0,0,53,51,104,0,0,0,16,18,34,0,0,0,96,106,202,0,0,0,0,0,0,4,3,7,0,0,0,7,3,10,0,0,0,0,0,0,3,0,3,3,9,12,0,0,0,0,0,0,97,110,207,9,4,13,0,0,0,288,304,592,0,0,0,3,4,7,0,0,0,0,0,0,4,0,4,4,0,4,113,72,185,3,5,8,42,37,79,453,422,875,Orroroo/Carrieton (DC)
45540,10,5,15,93,119,212,0,0,0,20,18,38,0,0,0,156,158,314,0,0,0,0,0,0,17,12,29,0,0,0,21,24,45,0,0,0,0,0,0,0,5,5,8,19,27,20,21,41,3,0,3,112,117,229,22,21,43,0,0,0,472,514,986,0,0,0,0,7,7,0,0,0,0,0,0,0,5,5,0,5,5,279,232,511,9,4,13,98,97,195,868,864,1732,Peterborough (DC)
45680,593,623,1216,5442,6290,11732,0,0,0,589,626,1215,53,55,108,6311,6911,13222,143,164,307,505,510,1015,174,232,406,102,137,239,970,1123,2093,9,3,12,97,107,204,584,649,1233,466,464,930,128,184,312,75,99,174,2026,2453,4479,1138,1161,2299,114,117,231,18926,21285,40211,80,77,157,490,432,922,14,13,27,3,6,9,180,281,461,183,287,470,14137,12758,26895,470,290,760,4389,4069,8458,39282,39834,79116,Playford (C)
45890,2516,2854,5370,4952,5682,10634,0,0,0,993,1118,2111,10,12,22,12097,13422,25519,130,180,310,2179,2165,4344,145,217,362,125,140,265,1371,1637,3008,69,61,130,121,137,258,702,792,1494,586,577,1163,162,243,405,82,105,187,2932,4017,6949,991,1119,2110,153,169,322,27800,31793,59593,1504,1168,2672,2136,1712,3848,19,35,54,20,20,40,884,756,1640,904,776,1680,14878,13068,27946,680,398,1078,5709,4866,10575,56146,56670,112816,Port Adelaide Enfield (C)
46090,23,18,41,873,938,1811,0,0,0,38,35,73,29,56,85,1128,1243,2371,4,5,9,16,15,31,21,45,66,7,11,18,306,360,666,0,0,0,14,10,24,33,45,78,135,150,285,59,64,123,15,17,32,572,709,1281,95,94,189,7,4,11,3352,3801,7153,27,26,53,16,20,36,0,0,0,19,14,33,30,18,48,49,32,81,2158,1971,4129,61,31,92,1425,975,2400,7111,6874,13985,Port Augusta (C)
46510,200,243,443,944,1062,2006,0,0,0,91,112,203,0,0,0,2614,2859,5473,22,39,61,727,739,1466,15,21,36,4,10,14,294,342,636,4,0,4,13,16,29,52,52,104,47,58,105,15,16,31,10,13,23,429,693,1122,129,145,274,18,12,30,5428,6189,11617,416,338,754,223,136,359,6,8,14,0,3,3,190,133,323,190,136,326,2515,2290,4805,145,83,228,774,635,1409,9897,10058,19955,Prospect (C)
46670,42,28,70,456,472,928,0,0,0,15,18,33,0,0,0,618,699,1317,5,10,15,274,260,534,38,38,76,0,3,3,505,562,1067,0,0,0,6,4,10,27,35,62,40,41,81,28,24,52,3,4,7,375,494,869,53,72,125,3,3,6,2446,2739,5185,14,8,22,119,95,214,0,0,0,3,3,6,151,120,271,154,123,277,1273,1136,2409,34,28,62,521,485,1006,4603,4642,9245,Renmark Paringa (DC)
46860,3,4,7,133,165,298,0,0,0,0,4,4,0,0,0,89,89,178,0,0,0,6,0,6,0,0,0,0,0,0,21,24,45,0,0,0,4,0,4,11,6,17,17,21,38,0,3,3,0,0,0,95,79,174,15,15,30,0,0,0,391,406,797,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,184,419,7,4,11,86,70,156,725,671,1396,Robe (DC)
46970,16,9,25,301,251,552,0,0,0,23,29,52,0,0,0,526,428,954,3,4,7,18,13,31,3,3,6,6,6,12,103,97,200,0,0,0,4,0,4,32,28,60,25,26,51,3,3,6,0,0,0,243,186,429,50,48,98,3,0,3,1343,1122,2465,11,22,33,13,4,17,0,0,0,0,0,0,0,10,10,0,10,10,860,586,1446,35,9,44,488,174,662,2766,1936,4702,Roxby Downs (M)
47140,2765,3000,5765,6827,7878,14705,0,0,0,1064,1239,2303,28,33,61,13619,14603,28222,151,202,353,1816,1732,3548,258,339,597,161,190,351,1763,2010,3773,35,36,71,162,175,337,890,985,1875,608,730,1338,250,313,563,178,187,365,3528,4468,7996,1424,1683,3107,238,230,468,33000,37033,70033,965,885,1850,1607,1477,3084,15,17,32,6,7,13,416,463,879,422,470,892,18537,15879,34416,681,345,1026,6260,5751,12011,64252,64857,129109,Salisbury (C)
47290,0,6,6,85,84,169,0,0,0,4,6,10,0,0,0,122,118,240,0,0,0,0,0,0,6,0,6,3,0,3,150,151,301,0,0,0,0,3,3,8,13,21,14,9,23,0,4,4,0,3,3,301,315,616,22,22,44,3,0,3,718,728,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,207,462,11,6,17,89,78,167,1073,1025,2098,Southern Mallee (DC)
47490,3,3,6,179,166,345,0,0,0,7,5,12,0,0,0,270,238,508,3,0,3,3,4,7,0,3,3,0,0,0,46,59,105,3,3,6,0,0,0,9,4,13,4,15,19,0,3,3,0,0,0,121,121,242,18,20,38,0,0,0,663,641,1304,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,307,254,561,11,5,16,115,96,211,1102,1002,2104,Streaky Bay (DC)
47630,16,14,30,334,357,691,0,0,0,22,26,48,0,0,0,410,433,843,68,67,135,10,3,13,11,5,16,0,4,4,311,288,599,0,0,0,15,7,22,54,72,126,53,52,105,3,0,3,0,0,0,674,711,1385,89,86,175,0,4,4,2054,2115,4169,15,11,26,29,7,36,0,0,0,0,3,3,29,25,54,29,28,57,956,786,1742,38,15,53,234,209,443,3371,3185,6556,Tatiara (DC)
47700,377,434,811,6140,7135,13275,0,0,0,1074,1253,2327,21,20,41,9574,10389,19963,111,150,261,810,859,1669,200,266,466,132,184,316,1739,2094,3833,15,19,34,78,86,164,722,843,1565,577,624,1201,221,309,530,121,129,250,4143,5333,9476,1335,1480,2815,262,275,537,27275,31448,58723,286,231,517,539,464,1003,22,16,38,5,4,9,297,305,602,302,309,611,13834,12018,25852,464,241,705,3740,3467,7207,46839,48628,95467,Tea Tree Gully (C)
47800,3,4,7,329,356,685,0,0,0,52,58,110,0,0,0,288,351,639,11,5,16,6,0,6,13,18,31,5,4,9,308,281,589,0,0,0,11,3,14,17,16,33,36,37,73,3,8,11,0,4,4,500,489,989,85,98,183,10,5,15,1674,1733,3407,3,0,3,0,0,0,0,0,0,8,3,11,3,8,11,11,11,22,760,615,1375,18,10,28,375,307,682,2844,2680,5524,The Coorong (DC)
47910,6,0,6,173,193,366,0,0,0,10,11,21,0,0,0,172,187,359,34,37,71,0,3,3,0,6,6,0,0,0,66,71,137,0,0,0,0,0,0,6,17,23,10,11,21,5,5,10,4,0,4,266,294,560,29,41,70,0,4,4,775,880,1655,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,387,314,701,15,4,19,106,95,201,1293,1293,2586,Tumby Bay (DC)
47980,252,366,618,2208,2792,5000,0,0,0,269,308,577,15,22,37,3240,3995,7235,34,46,80,1066,1191,2257,24,35,59,15,15,30,520,680,1200,11,4,15,29,25,54,113,129,242,145,189,334,26,31,57,9,4,13,1102,1607,2709,286,335,621,35,47,82,9147,11455,20602,234,191,425,229,165,394,26,29,55,0,0,0,127,133,260,127,133,260,5553,5388,10941,218,126,344,1547,1654,3201,17333,19507,36840,Unley (C)
48050,39,48,87,1075,1302,2377,0,0,0,165,198,363,0,0,0,623,759,1382,96,151,247,22,29,51,58,70,128,0,10,10,278,318,596,0,0,0,3,14,17,144,156,300,89,101,190,34,37,71,9,5,14,792,1063,1855,248,282,530,29,32,61,3665,4527,8192,5,0,5,5,6,11,0,3,3,0,3,3,27,31,58,27,34,61,1928,1760,3688,57,47,104,842,848,1690,6568,7273,13841,Victor Harbor (C)
